,,A 31 de diciembre de,
,Nota,2022,2021
Importe neto de la cifra de negocios Variación de existencias de productos terminados y en curso de fabricación Aprovisionamientos,5 y 22 6 23 24 6 y 7 7,817.698 38.883 (339.824) 2.856 (106.522) (136.482) (22.871) (2) 2.112,648.677 782 (264.637) — (89.803) (93.502) (21.364) (95) 1.334
Trabajos efectuados por el Grupo para activos no corrientes,,,
Gastos de personal Otros gastos de explotación Amortizaciones Pérdidas por deterioro de valor de activos no corrientes Imputación de subvenciones de inmovilizado no financiero y otras,,,
,26,,
RESULTADO DE EXPLOTACIÓN,,255.848,181.392
,,,
Ingresos financieros Gastos financieros Deterioro y resultado por valoración de instrumentos financieros Diferencias de cambio,,1.770 (849) 1.820 (821),68 (905) 2.069 (178)
RESULTADO FINANCIERO,,1.920,1.054
,,,
Participación en el resultado de negocios conjuntos,10,199,182
RESULTADO ANTES DE IMPUESTOS,,,
,,257.967,182.628
,,,
Impuesto sobre beneficios,27,(58.302),(29.551)
,,,
RESULTADO DEL EJERCICIO,,199.665,153.077
,,,
Atribuible a: - La sociedad dominante - Participaciones no dominantes,,,
,,199.669,153.077
,,(4),—
,,,
Ganancias por acción (básicas y diluidas) atribuibles a los accionistas de la Sociedad (en euros):,,,
- Básicas - Diluidas,28,"3,73","2,76"
,28,"3,73","2,76"
,,,
