,
"March 31, 2025*","December 31, 2024"
,
"589,873","572,028"
"3,074","3,074"
"87,636","87,636"
673,673
"(4,892)","(5,545)"
"485,325","349,332"
"18,101","136,881"
(44),(23)
"9,595","9,512"
"599,468","581,540"
,
,
,
"85,268","90,719"
55,366
"2,073","1,819"
822,927
"88,218","93,831"
,
"23,116","23,691"
"90,839","125,328"
"7,954","2,384"
"3,924","4,803"
444,445
"126,277","156,651"
"214,495","250,482"
"813,963","832,022"
