,,Al 31 de diciembre,
,Nota,2022,2021
ACTIVO NO CORRIENTE,,144.541,131.457
Inmovilizado intangible Inmovilizado material Inversiones en empresas del grupo y asociadas a largo plazo,5 6 8 y 9 7 y 31 7 y 11 7 y 10 21,30.371 48.285 63.230 24.879 38.351 1.416 5 1.411 1.239,33.816 52.396 41.418 15.455 25.963 1.485 64 1.421 2.342
Instrumentos de patrimonio Créditos a empresas del grupo,,,
Inversiones financieras a largo plazo,,,
Instrumentos de patrimonio Otros activos financieros,,,
Activos por impuesto diferido,,,
,,,
ACTIVO CORRIENTE,,341.100,346.642
Existencias Deudores comerciales y otras cuentas a cobrar,12 7 y 10 7 y 10 7 y 10 23 23 7 y 10 7 y 13,125.377 147.248 55.078 82.745 26 3.917 5.482 1 1 1.261 67.213,105.784 202.206 49.666 136.079 26 9.889 6.546 312 312 376 37.964
"Clientes por ventas y prestaciones de servicios Clientes, empresas del grupo y asociadas Deudores varios Activos por impuesto corriente Otros créditos con las Administraciones Públicas",,,
,,,
Inversiones en empresas del grupo y asociadas a corto plazo,,,
Créditos a empresas,,,
Periodificaciones a corto plazo Efectivo y otros activos líquidos equivalentes,,,
TOTAL ACTIVO,,485.641,478.099
