,,Al 31,de diciembre
,Nota,2023,2022
ACTIVO NO CORRIENTE,,161.972,144.541
Inmovilizado intangible Inmovilizado material Inversiones en empresas del grupo y asociadas a largo plazo,5 6 8 y 9 7 y 31 7 y 11 7 y 10 21,27.248 47.071 84.982 31.981 53.001 1.436 25 1.411 1.235,30.371 48.285 63.230 24.879 38.351 1.416 5 1.411 1.239
Instrumentos de patrimonio Créditos a empresas del grupo,,,
Inversiones financieras a largo plazo,,,
Instrumentos de patrimonio Otros activos financieros,,,
Activos por impuesto diferido,,,
,,,
ACTIVO CORRIENTE,,302.406,341.100
Existencias Deudores comerciales y otras cuentas a cobrar,12 7 y 10 7 y 10,119.569 119.411 56.584 57.827 26 43 — 4.931 48.842 887 47.955 1.561 13.023,125.377 94.159 55.078 29.656 26 — 3.917 5.482 53.090 1 53.089 1.261 67.213
"Clientes por ventas y prestaciones de servicios Clientes, empresas del grupo y asociadas",,,
Deudores varios,7 y 10,,
Personal,,,
Activos por impuesto corriente,23,,
Otros créditos con las Administraciones Públicas,23 7 y 10 7 y 13,,
,,,
Inversiones en empresas del grupo y asociadas a corto plazo,,,
Créditos a empresas Otros activos,,,
Periodificaciones a corto plazo Efectivo y otros activos líquidos equivalentes,,,
TOTAL ACTIVO,,464.378,485.641
