,
"March 31, 2025*","December 31, 2024"
,
,
,
"288,189","286,622"
"35,870","33,950"
"19,026","19,516"
"2,958","2,263"
65,65
"346,108","342,416"
,
,
"319,412","329,954"
"116,244","129,471"
83,81
—,227
"2,810","2,687"
"29,306","27,186"
"467,855","489,606"
"813,963","832,022"
