unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49
b) Total outstanding dues of creditors other               than micro enterprises & small enterprises,,,,,,Strides Pharma Science,,,,,,,,,,9654.05,8167.12,10005.65,12632.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables Total Outstanding Dues of Micro Enterprises and Small Enterprises,,,,,,Strides Pharma Science,,,,21.46,44.67,57.36,199.52,378.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Strides Pharma Science,2245.58,2030.31,7004.75,13939.56,9443.94,13390.17,12287.75,12208.1,19563.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iborrowings,,,,,,Strides Pharma Science,,,,,,,,,,16346.67,17430.26,12243.69,11163.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Strides Pharma Science,,,,,,22.86,190.92,345.7,465.98,514.39,,325.62,374.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii Lease lie 5 ii),,,,,,Strides Pharma Science,,,,,,,,,,,307.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Income Tax Liabilities,,,,,,Strides Pharma Science,,491.76,532.59,700.73,558.44,582.8,383.2,351.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Liabilities, Net",,,,,,Strides Pharma Science,,,,,,,,,238.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Current Tax Liabilities (net),,,,,,Strides Pharma Science,,,,,,,,,,267.11,404.16,340.37,483.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short-term Provisions,,,,,,Strides Pharma Science,932.35,129.71,149.28,466.62,570.13,1278.31,1255.24,1241.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Strides Pharma Science,1272.73,170.73,417.38,743.37,677.91,759.8,707.02,643.81,755.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Strides Pharma Science,,,,,,,,,1226.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Strides Pharma Science,,4853.94,3061.89,7447.47,590.57,1698.58,2646.96,1250.78,1152.31,960.69,,1067.66,2122.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities Directly Associated With Assets Classified as Held for Sale,,,,,,Strides Pharma Science,,,,,31.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Other Current Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,764.8,689.17,800.77,749.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C) Provisions,,,,,,Strides Pharma Science,,,,,,,,,,1224.92,,812.09,963.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iv.other Financial Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,,730.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C Provisions -25h,,,,,,Strides Pharma Science,,,,,,,,,,,715.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Liabilities,,,,,,Strides Pharma Science,7073.72,10022.12,18919.85,31038.69,18993.03,26622.4,25448.57,27383.48,34116.75,29902.01,28792.57,25915.18,28954.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-term Borrowings,,,,,,Strides Pharma Science,2755.24,2529.88,26270.01,16377.09,15513.23,18065.13,6039.09,8825.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings and Other,,,,,,Strides Pharma Science,,,,,,,,,3868.49,5725.93,3038.55,1521.35,2512.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings US revolver facility,,,,,,Strides Pharma Science,,,,,,,,,4487.74,5671.99,3676.44,4191.09,3010.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Strides Pharma Science,,,,,,0.47,2538.33,2102.67,1864.67,2036.74,,514.58,518.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii Lease Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,,716.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Liabilities Net,,,,,,Strides Pharma Science,43.9,145.86,455.8,2227.51,2208.96,2056.01,208.16,463.48,357.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C)deferred Tax Liabilities (net),,,,,,Strides Pharma Science,,,,,,,,,,445.71,403.45,1193.56,1206.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Strides Pharma Science,756.68,139.17,502.11,1335.01,1546.48,1529.54,672.38,373.41,240.88,-393.75,-538.57,346.33,417.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Long-term Liabilities,,,,,,Strides Pharma Science,126.81,142.2,141.98,54.97,96.26,103.67,18.68,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Strides Pharma Science,165.58,60.24,144.53,251.93,165.52,522.37,639.52,674.08,642.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Liabilities,,,,,,Strides Pharma Science,,,,,,,,,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Strides Pharma Science,,,,,,,,,571.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(B) Provision,,,,,,Strides Pharma Science,,,,,,,,,,734.2,916.3,1139.38,1263.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iii)other Financial Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,,136.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities - Lt,,,,,,Strides Pharma Science,,207.96,1546.17,3918.08,3924.06,4409.92,678.43,753.65,,120.51,,147.47,312.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D Other Non-current Liabilities,,,,,,Strides Pharma Science,,,,,,,,,,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non- Current Tax Liabilities (net),,,,,,Strides Pharma Science,,,,,,,,1790.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shareholders' Equity,,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Stock - Par Value,,,,,,Strides Pharma Science,595.66,596.16,893.46,894.23,895,895.49,895.65,896.81,897.9,903.03,919,921.63,921.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Strides Pharma Science,9472.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Strides Pharma Science,,10961.66,25685.22,26644.49,23741.58,25591.55,24378.52,26869.8,22694.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(B Other Equity,,,,,,Strides Pharma Science,,,,,,,,,,21219.55,20336.65,24596.68,30153.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Strides Pharma Science,10068.26,11557.82,26578.68,27538.72,24636.58,26487.04,25274.17,27766.61,23592.28,22122.58,21255.65,25518.31,31075.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Strides Pharma Science,20990.19,24805.25,74559.13,82742,67084.12,79796.55,61517.33,70150.2,69758.62,66384.2,58397.55,60487.25,69272.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strides Pharma Science Limited | Cash Flow (As Reported),,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Strides Pharma Science,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Activities,,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss before Tax from Continuing Operations,,,,,,Strides Pharma Science,917.49,1485.78,1606,3431.15,799.47,623.96,546.8,2754.39,-6525.13,,-1147.92,4869.21,6686.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro T/(loss) before Tax from Continuing Operations,,,,,,Strides Pharma Science,,,,,,,,,,-2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization,,,,,,Strides Pharma Science,1539.03,640.32,1519.83,1986.94,1939.26,1718.49,1877.91,2062.87,2330.14,2432.52,2206.83,1922.6,2024.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization of Deferred Revenue Expenditure,,,,,,Strides Pharma Science,41.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Disposal of Property, Plant and Equipment, Net",,,,,,Strides Pharma Science,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Sale of Business Units,,,,,,Strides Pharma Science,,,,,,,,,154.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Profit/loss on Sale of Property, Plant and Equipment and Other Intangible Assets, Net",,,,,,Strides Pharma Science,,,,-13.98,-68.05,-11.34,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Sale of Assets/assets Written off (net),,,,,,Strides Pharma Science,60.08,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain on Sale of Property, Plant and Equipment, Other Intangible Assets and Investment Property (Net)",,,,,,Strides Pharma Science,,,,,,,,-23.38,-112.47,-41.07,-14.32,-40.95,-1042.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Profit/loss on Sale of Investments, Net",,,,,,Strides Pharma Science,-32222.81,-8434.33,-102.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment of Investment in an Associate,,,,,,Strides Pharma Science,,,,,,,,81.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Dilution of Investment in Associate,,,,,,Strides Pharma Science,,,,,,,,,-529.26,-656.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Valuation of Investment,,,,,,Strides Pharma Science,,,,,,,,,,,,-1021.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Sale of Investment in Associates and Subsidiaries,,,,,,Strides Pharma Science,,,,,,,,,-29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Dilution of Investment in an Associate,,,,,,Strides Pharma Science,,,,,,,,-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Sale of Short-term Investment in Mutual Funds,,,,,,Strides Pharma Science,,,-43.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Valuation Gain on Acquisition of Controlling Shares in Vivimed Life Sciences,,,,,,Strides Pharma Science,,,,,,-270.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Valuation Gain on Acquisition of Controlling Shares in an Associate,,,,,,Strides Pharma Science,,,,,,,,-25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write Down of Other Assets,,,,,,Strides Pharma Science,,,,,,,,,46.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairments/write Downs of Assets,,,,,,Strides Pharma Science,,,,,,,,,,330.4,1575.06,0.05,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reversal of Provision for Impairment of Fixed Assets,,,,,,Strides Pharma Science,,,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write off of Intangible as Et Under Development,,,,,,Strides Pharma Science,102.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write-off/provision for Assets,,,,,,Strides Pharma Science,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment and Cost Associated with Disposal of Facility,,,,,,Strides Pharma Science,,,,,,,,,1727.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derecogntion of ROU asset and liability,,,,,,Strides Pharma Science,,,,,,,,,,,,,-35.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment of Goodwill,,,,,,Strides Pharma Science,133.19,,,79.38,14.12,370,94.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restructuring and Divestment Related Expenses,,,,,,Strides Pharma Science,,,,,,183.18,99.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery of Loans and Advances Written off in Earlier Years,,,,,,Strides Pharma Science,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Profit/loss of Joint Ventures and Associates,,,,,,Strides Pharma Science,,,46.84,-3.64,167.99,483.2,1077.26,978.19,1108.12,2852.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Gain/loss of Joint Ventures and Associates,,,,,,Strides Pharma Science,,,,,,,,,,,1757.36,-18.37,-4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share-based Compensation Expense,,,,,,Strides Pharma Science,,,,54.71,24.52,8.97,17.53,68.02,-7.09,13.01,15.86,16.09,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expense Recognized in Respect of Equity Settled Share-based Payments,,,,,,Strides Pharma Science,,,44.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expense on Employee Stock Option Plans,,,,,,Strides Pharma Science,12.77,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unbilled Revenue Written Off,,,,,,Strides Pharma Science,2.7,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Debts Written-off and Provision for Doubtful Trade and Other Receivables,,,,,,Strides Pharma Science,364.02,49.63,447.28,6.04,36.66,57.95,114.74,94.61,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss Allowance on Trade Receivables,,,,,,Strides Pharma Science,,,,,,,,,,344.17,175.67,10.85,-63.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Gain/loss,,,,,,Strides Pharma Science,898.26,279.78,-344.05,-376.47,266.44,46.78,583.14,-1029.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized Exchange Gain/loss, Net",,,,,,Strides Pharma Science,,,,,,,,,,,,136.42,-408.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Gain on Forward Contract for Receivable from Sale of Investments in Subsidiaries,,,,,,Strides Pharma Science,-264.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Unrealized Exchange Gain/loss (net),,,,,,Strides Pharma Science,,,,,,,,,-20.71,-284.71,208.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realized exchange loss on deferred Consideration,,,,,,Strides Pharma Science,,,,,,,,,,671.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write-off of Inventory,,,,,,Strides Pharma Science,177.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write Down of Inventory and Other Assets,,,,,,Strides Pharma Science,,,,745.85,157.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write-down of Inventories and Other Assets,,,,,,Strides Pharma Science,,,157.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement in Inventory Obsolescence,,,,,,Strides Pharma Science,,,,,,,,,,,,98.52,173.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct Taxes Paid and Others,,,,,,Strides Pharma Science,-1258.71,-559.73,-770.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income taxes refund received/(payment made) (net),,,,,,Strides Pharma Science,,,,,,,,,,,,670.39,-711.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discontinued Operations,,,,,,Strides Pharma Science,,,,,,2819.69,,139.41,,185.69,520.7,31881.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Sales of Investment in Subsidiaries,,,,,,Strides Pharma Science,,,,,,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss before Tax from Discontinued Operations,,,,,,Strides Pharma Science,27981.22,8434.33,-141.64,1540.24,6258.5,,-61.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Disposal of Assets/settlement of Liabilities Attributable to the Discontinued Operations (net),,,,,,Strides Pharma Science,,,,-2185.41,-7103.09,-2723.1,-122.44,-139.41,,-185.69,-542.2,-31881.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Valuation on Investment in Associates,,,,,,Strides Pharma Science,,,,,,-587.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest & Dividend Income,,,,,,Strides Pharma Science,-297.16,-154.21,-447.47,-827.82,-538.79,-307.14,-427.54,-364.94,-1076.15,-745.28,-304.26,-479.63,-404.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merger and Restructuring Costs,,,,,,Strides Pharma Science,,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liability/provisions no Longer Required Written Back,,,,,,Strides Pharma Science,-493.86,-67.22,-52.11,-266.77,-0.03,,,-7.45,,-8.4,-0.76,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expenses on Borrowings,,,,,,Strides Pharma Science,2056.02,300.42,1442.23,2348.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Taxes Refund Received'(paid),,,,,,Strides Pharma Science,,,,-586.16,-535.62,-557.61,-449.78,1567.96,23.28,876.45,242.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rental Income from Investment Property,,,,,,Strides Pharma Science,,,,-59.94,-109.13,-94.67,-74.61,-76.99,-60.33,-19,-17.93,-21.01,-12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rental Income from Operating Leases,,,,,,Strides Pharma Science,-41.68,-140.09,-74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest on Delayed Payment of Income Tax,,,,,,Strides Pharma Science,76.33,16.89,2.98,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Loss/reversal of Cost on Option Contracts,,,,,,Strides Pharma Science,106.93,-199.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact of Aligning Accounting Policies on Merger of Shasun,,,,,,Strides Pharma Science,,,168.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Combinations and Restructuring Expenses,,,,,,Strides Pharma Science,,,221.23,234.25,,,,,,-725.47,-24.81,-52.03,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discounting of Lease Security Deposits Received,,,,,,Strides Pharma Science,,,1.99,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fair Valuation of Derivative Instruments,,,,,,Strides Pharma Science,,,,63.23,-2.14,-66.11,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stamp Duty on Acqusition of Intangible Assets,,,,,,Strides Pharma Science,,,439.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding of Discount on Gross Obligations Over Written Put Options to Nci,,,,,,Strides Pharma Science,,,32.02,118.81,99.06,27.77,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Lease Modification,,,,,,Strides Pharma Science,,,,,,,,,-18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding of Discount on Contingent Consideration Payable,,,,,,Strides Pharma Science,,,,,2.22,42.56,53.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense on Borrowings and Discounting of Lease Security Deposit Received,,,,,,Strides Pharma Science,,,,,2368.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Lease Modification,,,,,,Strides Pharma Science,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancellation of Gross Obligations Over Written Put Options to Nci,,,,,,Strides Pharma Science,,,,,,,-1092.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense on Borrowings and Others,,,,,,Strides Pharma Science,,,,,,2053.36,1876.45,1500.65,1767.44,2611.42,3144.45,2488.51,1785.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Returns, Write-down of Inventory and Other Expenses on Account of Ranitidine Withdrawal",,,,,,Strides Pharma Science,,,,,,,1131.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Returns, Write-down of Inventory and Other Expenses on Account of Product Withdrawal",,,,,,Strides Pharma Science,,,,,,,,750.5,552.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding/cancellation of Gross Obligations and Contingent Consideration,,,,,,Strides Pharma Science,,,,,,,,86.4,-11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/Loss on lease modication,,,,,,Strides Pharma Science,,,,,,,,,,-17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal Expenses Related to Product Recall and Settlements,,,,,,Strides Pharma Science,,,,,,,,,,248.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade and Other Receivables,,,,,,Strides Pharma Science,-4345.89,-313.9,-4524.69,-1763.7,-2742.5,-1724.39,-1591.07,-1247.75,-587.95,,,-516.33,-1093.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Trade and Other Receivables,,,,,,Strides Pharma Science,,,,,,,,,,-3473.79,390.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Inventories,,,,,,Strides Pharma Science,219.4,-316.5,-1674.85,-2230.11,840.86,-3055.49,-1625.24,-4140.49,281.86,-81.38,307.04,-2268.72,-3018.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Trade and Other Payables,,,,,,Strides Pharma Science,1353.32,-329.77,2771.64,580.81,-4.96,1548.47,-45.99,2107.7,-1592.95,-1022.78,-1485.26,1049.28,3107.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Money,,,,,,Strides Pharma Science,166.42,1.11,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Strides Pharma Science,-2716.81,834,732.45,2881.42,1870.66,600.55,2047.87,4814.37,-2578.15,444.11,7010.65,6843.74,7025.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing Activities,,,,,,Strides Pharma Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payments for Property, Plant, Equipment and Intangible Assets",,,,,,Strides Pharma Science,,,-3691.34,-6823.35,-4026.31,-3290.78,-1500.02,-2974.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Expenditure on Fixed Assets, Including Capital Advances",,,,,,Strides Pharma Science,-4879.73,-2419.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acquisition of Property, Plant and Equipment/intangible Assets Including Capital Advances",,,,,,Strides Pharma Science,,,,,,,,,,,,-2474.98,-4179.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital expenditure for property, plant and equipment, investment property and intangible assets, including Capital advance",,,,,,Strides Pharma Science,,,,,,,,,-1433.83,-949.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acquisition of property, plant and equipment, investment property and intangible assets, including Capital advance",,,,,,Strides Pharma Science,,,,,,,,,,,-1181.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sale of Fixed Assets,,,,,,Strides Pharma Science,240.27,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sales of Property, Plant, and Equipment and Intangible Assets",,,,,,Strides Pharma Science,,,33.7,76.99,32.18,126.72,36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
