date,Open,High,Low,Close,adjusted_close,Volume,__period__,company,Company,Country,Ticker
2013-12-31 00:00:00,115.910003662109,115.949996948242,113.669998168945,114.080001831054,80.3311386108398,2362700,2013-12-31,Amgen,,,
2014-01-02 00:00:00,114.360000610351,116.190002441406,114.059997558593,115.800003051757,81.5423126220703,2528800,2014-01-02,Amgen,,,
2014-01-03 00:00:00,115.699996948242,115.970001220703,114.059997558593,114.470001220703,80.6057586669921,2075800,2014-01-03,Amgen,,,
2014-01-06 00:00:00,114.470001220703,114.919998168945,113.120002746582,113.480003356933,79.9086608886718,2838100,2014-01-06,Amgen,,,
2014-01-07 00:00:00,113.5,116.790000915527,113.269996643066,116.430000305175,81.9859466552734,3632400,2014-01-07,Amgen,,,
2014-01-08 00:00:00,116.639999389648,116.900001525878,115.349998474121,115.879997253417,81.5986709594726,2481800,2014-01-08,Amgen,,,
2014-01-09 00:00:00,116.540000915527,118.959999084472,116.220001220703,118.889999389648,83.7181854248046,3400000,2014-01-09,Amgen,,,
2014-01-10 00:00:00,119.0,119.0,116.199996948242,117.989997863769,83.0844345092773,3053100,2014-01-10,Amgen,,,
2014-01-13 00:00:00,118.319999694824,118.730003356933,115.940002441406,116.400001525878,81.9648056030273,3703900,2014-01-13,Amgen,,,
2014-01-14 00:00:00,116.83999633789,117.940002441406,116.220001220703,117.720001220703,82.894287109375,2541200,2014-01-14,Amgen,,,
2014-01-15 00:00:00,118.419998168945,118.949996948242,117.400001525878,118.51000213623,83.4506072998046,3064600,2014-01-15,Amgen,,,
2014-01-16 00:00:00,118.819999694824,119.690002441406,118.209999084472,119.029998779296,83.8167419433593,2553200,2014-01-16,Amgen,,,
2014-01-17 00:00:00,118.910003662109,119.550003051757,118.309997558593,119.150001525878,83.9012374877929,4010000,2014-01-17,Amgen,,,
2014-01-21 00:00:00,119.959999084472,120.0,118.569999694824,119.25,83.9716720581054,3072700,2014-01-21,Amgen,,,
2014-01-22 00:00:00,119.830001831054,124.459999084472,119.580001831054,124.370002746582,87.5770187377929,5086200,2014-01-22,Amgen,,,
2014-01-23 00:00:00,123.0,124.220001220703,121.599998474121,123.599998474121,87.0348129272461,3534800,2014-01-23,Amgen,,,
2014-01-24 00:00:00,122.610000610351,122.610000610351,118.989997863769,119.290000915527,83.9998550415039,4992900,2014-01-24,Amgen,,,
2014-01-27 00:00:00,119.25,119.830001831054,117.419998168945,118.519996643066,83.457649230957,4125400,2014-01-27,Amgen,,,
2014-01-28 00:00:00,118.389999389648,121.870002746582,118.309997558593,120.699996948242,84.9927139282226,4348600,2014-01-28,Amgen,,,
2014-01-29 00:00:00,117.0,121.160003662109,117.0,119.169998168945,83.9153442382812,5730400,2014-01-29,Amgen,,,
2014-01-30 00:00:00,120.069999694824,121.980003356933,119.550003051757,120.889999389648,85.1264953613281,3321100,2014-01-30,Amgen,,,
2014-01-31 00:00:00,118.550003051757,120.209999084472,118.099998474121,118.949996948242,83.7604064941406,4934900,2014-01-31,Amgen,,,
2014-02-03 00:00:00,119.680000305175,120.5,116.470001220703,116.75,82.2112579345703,5046200,2014-02-03,Amgen,,,
2014-02-04 00:00:00,117.690002441406,117.730003356933,115.709999084472,115.779998779296,81.5282135009765,5093000,2014-02-04,Amgen,,,
