date,Open,High,Low,Close,adjusted_close,Volume,__period__,company,Company,Country,Ticker
2013-12-31 00:00:00,47.4618301391601,47.7862586975097,47.2614517211914,47.7576332092285,32.4482154846191,8881695,2013-12-31,Merck & Co.,,,
2014-01-02 00:00:00,47.5954208374023,47.7480926513671,47.0419845581054,47.2232818603515,32.0851593017578,8265052,2014-01-02,Merck & Co.,,,
2014-01-03 00:00:00,47.2232818603515,47.7099227905273,47.1946563720703,47.4522895812988,32.2407608032226,6743880,2014-01-03,Merck & Co.,,,
2014-01-06 00:00:00,47.5286254882812,47.8435096740722,47.2423667907714,47.4618301391601,32.2472457885742,10408107,2014-01-06,Merck & Co.,,,
2014-01-07 00:00:00,47.6717567443847,48.0916023254394,47.6526718139648,47.814884185791,32.4871253967285,10475598,2014-01-07,Merck & Co.,,,
2014-01-08 00:00:00,47.8053436279296,47.8435096740722,47.3282432556152,47.5095405578613,32.2796592712402,14353094,2014-01-08,Merck & Co.,,,
2014-01-09 00:00:00,47.5381698608398,47.7099227905273,47.0801544189453,47.2519073486328,32.1046142578125,9771447,2014-01-09,Merck & Co.,,,
2014-01-10 00:00:00,47.5477104187011,47.7767181396484,47.2328224182128,47.5954208374023,32.3380126953125,8533969,2014-01-10,Merck & Co.,,,
2014-01-13 00:00:00,48.5687026977539,50.9923667907714,48.4637413024902,50.6870231628418,34.4385681152343,39081282,2014-01-13,Merck & Co.,,,
2014-01-14 00:00:00,50.1240463256835,50.6679382324218,49.780532836914,50.5725173950195,34.3607482910156,22207854,2014-01-14,Merck & Co.,,,
2014-01-15 00:00:00,50.2385482788085,50.4771003723144,49.9522895812988,50.1145057678222,34.0495529174804,10991424,2014-01-15,Merck & Co.,,,
2014-01-16 00:00:00,49.7614517211914,50.5534362792968,49.7137413024902,50.0954208374023,34.0366020202636,8142541,2014-01-16,Merck & Co.,,,
