unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53
Common Stock - Par Value,,,,,,Marksans Pharma,520307204,534313698,409313698,409313698,409313698,409313698,409313698,409.31,409.31,453.16,453.16,453.16,453.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Marksans Pharma,901517023,3263324967,4039551641,3925010984,4299332363,5015509488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Marksans Pharma,,,,,,,5950828839,8455.64,11613.39,16998.46,20197.38,24215.96,29778.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Marksans Pharma,1421824227,3797638665,4448865339,4334324682,4708646061,5424823186,6360142537,8864.95,12022.7,17451.62,20650.54,24669.12,30231.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Marksans Pharma,4900952513,6755546435,7199980701,7518058432,7321852347,8037083526,9026682323,12288.19,16401,21903.89,26809.53,32396.32,38609.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marksans Pharma Limited | Cash Flow (As Reported),,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Marksans Pharma,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Activities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,,,,,,Marksans Pharma,719076835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashflows from Operating Activities Profit before Tax,,,,,,Marksans Pharma,,,,,,,,,,,4235.26,5039.67,5605.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss before Tax,,,,,,Marksans Pharma,,1558844413,1068506766,148973689,497980904,1043065854,1571717677,3021.64,2475.11,3376.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization,,,,,,Marksans Pharma,,,,,,,,361.51,447.76,518.53,742.7,833.86,986.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation,,,,,,Marksans Pharma,156911928,161340167,281270397,300929974,268382687,228039029,266615489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenses on Issue of Share Under Qip,,,,,,Marksans Pharma,,55886428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Profit/loss on Sales of Property, Plant and Equipment",,,,,,Marksans Pharma,-164709,836303,-92401,-247412,545045,-61320,-248793,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sales of Property, Plant and Equipment, Net",,,,,,Marksans Pharma,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/loss on Sales of Property, Plant and Equipment, Net",,,,,,Marksans Pharma,,,,,,,,,,,-0.94,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss on Sale/disposal of Property Plant and Equipment (net),,,,,,Marksans Pharma,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Redemption of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,,,,-0.52,-6.94,-12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Gain/(loss) Arising on Financial Assets Measured At Fair Value,,,,,,Marksans Pharma,,,,,,,452638,-16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/Loss Arising on Financial Instruments Measured At FVTPL, Net",,,,,,Marksans Pharma,,,,,,,,,-56.23,108.02,-43.11,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss arising on financial instruments measured at FVTPL, net",,,,,,Marksans Pharma,,,,,,,,,,,,,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee Share-based Compensation Expense,,,,,,Marksans Pharma,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Debts,,,,,,Marksans Pharma,,,,,,,,142.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowanceforcreditlossesontradereceivables(Includingbaddebts),,,,,,Marksans Pharma,,,,,,,,,26.32,143.61,51.57,83.28,218.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Fluctuation Reserves,,,,,,Marksans Pharma,-57804083,-30281716,140786717,-32310643,68328876,-4308270,64011480,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Differences on Translation of Assets and Liabilities (net),,,,,,Marksans Pharma,,,,,,,,,-89.51,-1.98,30.36,-48.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized exchange differences on translation of assets and liabilities, net",,,,,,Marksans Pharma,,,,,,,,,,,,,-223.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Income Tax Paid, Net",,,,,,Marksans Pharma,,-447439198,-275425793,-213740722,-74638257,-270037745,-250001014,-485.3,-728.59,-630.14,-1223.49,-1258.99,-1396.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Marksans Pharma,-3544401,-11023789,-39710900,-46088556,4410466,-33093219,-8401063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,Marksans Pharma,103957105,86983281,62944705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Incomes,,,,,,Marksans Pharma,-7199669,-32762393,-24790298,-2168645,-767777,-571037,-426838,-11.59,-59.73,-120.37,-337.87,-301.97,-276.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Gain) on Lease Termination,,,,,,Marksans Pharma,,,,,,,,,,,,-22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend Income,,,,,,Marksans Pharma,,,-63840000,-66884200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Marksans Pharma,,,,67752177,102202907,96553918,87463768,79.86,84.46,91.28,112.03,116.6,241.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Lease Termination,,,,,,Marksans Pharma,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Operating Activities,,,,,,Marksans Pharma,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Fair Value of Forward Contracts,,,,,,Marksans Pharma,,,,-897083,-498735,-951630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current/current Financial and Other Assets,,,,,,Marksans Pharma,,,,,,,,,,-223.17,-290.41,-174.23,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remeasurement of the Net Defined Benefit Plans,,,,,,Marksans Pharma,,,,-146218,1950638,456009,2514400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding Discount on Security Deposits I.e Interest Income,,,,,,Marksans Pharma,,,,-272092,-292495,-314427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Lease Modification,,,,,,Marksans Pharma,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Non-current/current Financial and Other Liabilities/provisions,,,,,,Marksans Pharma,,,,,,,,,-99.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Non-current/current Financial and Other Assets,,,,,,Marksans Pharma,,,,,,,,,-74.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current/current financial and other liabilities/provisions/Trade payables,,,,,,Marksans Pharma,,,,,,,,,,-167.8,526.89,499.06,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Marksans Pharma,,,,,,,,-367.44,-1039.34,-275.18,-371.67,-777.9,-313.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade and Other Receivables,,,,,,Marksans Pharma,-382929653,-138471294,-338386056,-302881795,706755694,3086386,-667548024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans & Advances,,,,,,Marksans Pharma,-50605386,144719237,-193347890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Marksans Pharma,-248968442,-275180373,-376849674,-222952056,-280371735,-751219537,514021467,-1392.25,-178.49,-448.5,-1126.73,-1954.67,-387.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables and Provisions,,,,,,Marksans Pharma,422400063,471681291,66939303,429751905,-842589129,90366133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Trade Payable,,,,,,Marksans Pharma,,,,,,,,,284.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Increase in Trade Payables, Provisions and Other Liabilities",,,,,,Marksans Pharma,,,,,,,665730552,417.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset/liability,,,,,,Marksans Pharma,-2739686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,Marksans Pharma,,,,-13409597,52454605,-120588418,106701711,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Marksans Pharma,,,,95203248,-2937027,-6471257,-19335782,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Marksans Pharma,648389902,1545132356,308004876,140611974,500916667,273950469,2333267668,1785.9,992.57,2374.12,2304.07,2066.64,4581.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing Activities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purchase/sale of Property, Plant and Equipment",,,,,,Marksans Pharma,-52079826,-364655845,-1318747906,-277488647,-389351376,-131465417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payments to Acquire Property, Plant and Equipment and Intangible Assets",,,,,,Marksans Pharma,,,,,,,-599085834,-464.26,-463.3,-536.31,-2088.38,-1729.19,-1305.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds From Sale of Property, Plant & Equipment",,,,,,Marksans Pharma,,,,,,,,,0.34,3.77,8.54,12.49,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sales of Property, Plant, and Equipment and Intangible Assets",,,,,,Marksans Pharma,,,,,,,2820254,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payment for Acquisition of a Subsidiary, Net of Cash Acquired",,,,,,Marksans Pharma,,,,,,,,,,-266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Investments,,,,,,Marksans Pharma,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in Deposits (Net) and Other Bank Balances,,,,,,Marksans Pharma,,,,,,,,,-427.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sales of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,,,,110.53,269.87,1509.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,,,-1,-370.01,,-1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Investment)/Proceeds from deposits (net),,,,,,Marksans Pharma,,,,,,,,,,,,,-1469.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Money,,,,,,Marksans Pharma,,,,,-300000,-5167529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Fair Value of Forward Contracts,,,,,,Marksans Pharma,,,,897083,498735,951630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from (investments In) Deposits, Net",,,,,,Marksans Pharma,,,,,,,,,,-1896.66,622.25,618.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escrow and Other Deposit Pertaining to Buy Back of Equity Shares,,,,,,Marksans Pharma,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption of Escrow and Other Deposit Pertaining to Buy Back of Equity Shares,,,,,,Marksans Pharma,,,,,,,,,,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Marksans Pharma,7199669,32762393,24790298,2168645,767777,571037,426838,10.57,47.6,104.18,308.67,337.97,262.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend Income,,,,,,Marksans Pharma,,,63840000,66884200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding Discount on Security Deposits I.e Interest Income,,,,,,Marksans Pharma,,,,272092,292495,314427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Marksans Pharma,-44880157,-331893452,-1230117608,-207266627,-388092369,-134795852,-595838742,-448.49,-843.91,-2592.12,-1408.4,-490.09,-2482.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing Activities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds/(Repayments) of Short-term Borrowings, Net",,,,,,Marksans Pharma,,,,,,,,,,,,,65.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Repayment) Proceeds from Short-term Borrowings, Net",,,,,,Marksans Pharma,,,,,,,,,,52.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/(repayment) of Short-term and Long-term Borrowings,,,,,,Marksans Pharma,-84646215,-998674621,-334973545,218534550,170682921,-66776197,-810661885,-1.03,225.52,,-124.97,-60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities,,,,,,Marksans Pharma,,,,,,,107615358,-31.03,-155.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment of principal portion of lease liabilities (including interest on lease liabilities,,,,,,Marksans Pharma,,,,,,,,,,-207.73,-284,-295.65,-383.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Equity Share Capital,,,,,,Marksans Pharma,,24006494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy Back of Equity Shares (Including Transaction Cost H7.22 Million and Tax on Buy Back H73.30 Million),,,,,,Marksans Pharma,,,,,,,,,,-401.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption of Preference Share Capital,,,,,,Marksans Pharma,,-10000000,,-15000000,-10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption of Redeemable Cumulative Preference Shares,,,,,,Marksans Pharma,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payments for Redemption of Preference Share Capital,,,,,,Marksans Pharma,,,,,,,-50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid,,,,,,Marksans Pharma,-104236012,-69715854,-179607772,-170519631,-24632089,-44441386,-295032467,-40.93,-105.83,-101.71,-226.58,-271.9,-362.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Marksans Pharma,,,,-67752177,-102202907,-96553918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Share Premium,,,,,,Marksans Pharma,,1288428533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issue of Shares and Warrants Net of Issue Expenses,,,,,,Marksans Pharma,,,,,,,,,911.55,2747.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in General Reserve,,,,,,Marksans Pharma,,78768369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenses on Issue of Share Under Qip,,,,,,Marksans Pharma,,-55886428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs Paid (including Interest on Lease Liabilities),,,,,,Marksans Pharma,,,,,,,-87463768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Marksans Pharma,-103957105,-86983281,-62944705,,,,,,-42.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interest Costs, Paid",,,,,,Marksans Pharma,,,,,,,,,,-60.66,-51.72,-23.85,-27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Interest Portion of Lease Liabilities,,,,,,Marksans Pharma,,,,,,,,-79.86,-38.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Marksans Pharma,-292839332,169943212,-577526022,-34737258,33847925,-207771501,-1135542762,-152.85,795.11,1978.29,-687.27,-651.46,-709.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Adjustments,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Marksans Pharma,310670413,1383182116,-1499638754,-101391911,146672223,-68616884,601886164,1184.56,943.77,1760.31,208.4,925.09,1383.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Translation of Foreign Currency Cash and Cash Equivalents,,,,,,Marksans Pharma,,,,,,,,,,0.02,,,-5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: YTD,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Marksans Pharma,2015 FQ3 YTD,2019 FQ2 YTD,2020 FQ2 YTD,2021 FQ2 YTD,2022 FQ2 YTD,2023 FQ2 YTD,2024 FQ2 YTD,2025 FQ2 YTD,2026 FQ2 YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Marksans Pharma,2014-12-31 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,2020-09-30 00:00:00,2021-09-30 00:00:00,2022-09-30 00:00:00,2023-09-30 00:00:00,2024-09-30 00:00:00,2025-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Marksans Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Marksans Pharma,Absolute,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,,,,,,Marksans Pharma,843488457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss before Tax,,,,,,Marksans Pharma,,580.81,612.73,1272.99,1345.64,1542.77,2105.94,2446.15,2099.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization,,,,,,Marksans Pharma,,,,,148.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation,,,,,,Marksans Pharma,119727162,115.01,97.09,262.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization Expenses,,,,,,Marksans Pharma,,,,,,251.67,312.11,399.53,500.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Profit/loss on Sales of Property, Plant and Equipment",,,,,,Marksans Pharma,,,,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sales of Property, Plant and Equipment, Net",,,,,,Marksans Pharma,,,,,,,,0.74,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sales and Disposals of Property, Plant and Equipment, Net",,,,,,Marksans Pharma,,,,,,0.22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Redemption of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,-1.56,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/Loss arising on financial assets measured at FVTPL (net),,,,,,Marksans Pharma,,,,-34.14,-51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/Loss Arising on Financial Instruments Measured At FVTPL, Net",,,,,,Marksans Pharma,,,,,,0.51,-48.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss arising on financial instruments measured at FVTPL, net",,,,,,Marksans Pharma,,,,,,,,105.01,76.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bad Debt Recovery, Net",,,,,,Marksans Pharma,,,,54.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowance/(Recovery) for Credit Losses on Trade Receivables,,,,,,Marksans Pharma,,,,,-40.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowanceforcreditlossesontradereceivables(Includingbaddebts),,,,,,Marksans Pharma,,,,,,81.95,17.15,38.9,122.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Fluctuation Reserves,,,,,,Marksans Pharma,-9188664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Differences on Translation of Assets and Liabilities (net),,,,,,Marksans Pharma,,,,,163.24,-266.35,-16.32,25.5,-160.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Loss!(gain) on Foreign Exchange Fluctuations,,,,,,Marksans Pharma,,99.96,6.47,98.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Income Tax Paid, Net",,,,,,Marksans Pharma,,-28.64,-111.31,-289.46,-433.81,-227.3,-381.64,-650.34,-695.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Marksans Pharma,11754566,-21.68,-1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,Marksans Pharma,78061901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Incomes,,,,,,Marksans Pharma,-425072,-0.07,-0.42,-2.68,-16.79,-22.6,-168.43,-169.36,-124.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Gain) on Lease Termination,,,,,,Marksans Pharma,,,,,,,,-21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Marksans Pharma,,54.6,50.62,34.84,24.67,43.36,32.02,55.58,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Fair Value of Forward Contracts,,,,,,Marksans Pharma,,88.74,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee Share-based Compensation Expense,,,,,,Marksans Pharma,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current/current Financial and Other Assets,,,,,,Marksans Pharma,,,,,,-230.69,2.01,39.35,-15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remeasurement of the Net Defined Benefit Plans,,,,,,Marksans Pharma,,0.54,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding Discount on Security Deposits I.e Interest Income,,,,,,Marksans Pharma,,-0.15,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
